id,category,base,treatment,data_needed,limitation,U,T,S,D,C,M,P,score,scan_score,research_score,readiness,release_gate
SUM-04-09,summaries,"What is known, disputed, unknown",evidence-only fallback,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; honest interim behavior without fabricated synthesis,5,5,3,5,5,4,5,92.4,88.0,95.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-04-10,summaries,"What is known, disputed, unknown",current styling and compact hierarchy,"claim groups, disagreement, coverage gaps",Missing corpus evidence is not global unknowability; meaning changes without brand replacement,5,5,5,5,5,4,5,98.0,97.6,98.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-01,summaries,Since the previous comparable period,one-sentence scan plus citation,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; depth in linked evidence,5,4,5,5,4,5,4,92.0,92.8,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-02,summaries,Since the previous comparable period,three-sentence brief,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; strictly no filler to reach length,5,4,4,5,4,4,4,87.2,85.6,88.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-03,summaries,Since the previous comparable period,question-and-answer format,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; question must actually be answered,5,4,4,5,4,4,4,87.2,85.6,88.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-04,summaries,Since the previous comparable period,parallel positions,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; avoid false symmetry,5,4,4,5,5,4,4,89.2,87.2,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-05,summaries,Since the previous comparable period,explicit limitation inline,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; slight scan cost accepted,5,5,4,5,4,4,4,91.6,90.0,93.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-06,summaries,Since the previous comparable period,expandable concise/deep version,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; both versions from same evidence snapshot,5,4,5,5,4,4,3,88.4,89.2,88.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-07,summaries,Since the previous comparable period,chronological update log,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; new/changed/backfilled distinguishable,5,4,4,5,4,4,4,87.2,85.6,88.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-08,summaries,Since the previous comparable period,source-diverse representative quotes,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; quote selection method disclosed,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-09,summaries,Since the previous comparable period,evidence-only fallback,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; honest interim behavior without fabricated synthesis,5,5,3,5,4,4,5,90.4,86.4,92.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-05-10,summaries,Since the previous comparable period,current styling and compact hierarchy,stable cohort or coverage-adjusted temporal diff,Processing/backfill must not masquerade as new discourse; meaning changes without brand replacement,5,4,5,5,4,4,5,91.6,91.6,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-01,summaries,Expert position in three consequential claims,one-sentence scan plus citation,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; depth in linked evidence",4,4,5,5,5,5,4,89.6,90.8,89.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-02,summaries,Expert position in three consequential claims,three-sentence brief,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; strictly no filler to reach length",5,4,4,5,5,4,4,89.2,87.2,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-03,summaries,Expert position in three consequential claims,question-and-answer format,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; question must actually be answered",4,4,4,5,5,4,4,84.8,83.6,86.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-04,summaries,Expert position in three consequential claims,parallel positions,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; avoid false symmetry",4,4,4,5,5,4,4,84.8,83.6,86.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-05,summaries,Expert position in three consequential claims,explicit limitation inline,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; slight scan cost accepted",4,5,4,5,5,4,4,89.2,88.0,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-06,summaries,Expert position in three consequential claims,expandable concise/deep version,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; both versions from same evidence snapshot",4,4,5,5,5,4,3,86.0,87.2,87.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-07,summaries,Expert position in three consequential claims,chronological update log,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; new/changed/backfilled distinguishable",4,4,4,5,5,4,4,84.8,83.6,86.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-08,summaries,Expert position in three consequential claims,source-diverse representative quotes,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; quote selection method disclosed",4,5,4,5,5,4,4,89.2,88.0,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-09,summaries,Expert position in three consequential claims,evidence-only fallback,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; honest interim behavior without fabricated synthesis",4,5,3,5,5,4,5,88.0,84.4,91.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-06-10,summaries,Expert position in three consequential claims,current styling and compact hierarchy,"speaker-approved claims, issue scope, dates","Number three is a display limit, not a requirement to invent claims; meaning changes without brand replacement",4,4,5,5,5,4,5,89.2,89.6,89.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
SUM-07-01,summaries,Implication and observable watchpoint,one-sentence scan plus citation,"approved implication, measurable condition, evidence IDs",Avoid generic watch for more discussion filler; depth in linked evidence,5,5,5,5,4,5,3,94.8,96.0,94.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
